ts_code,start_date,pledge_price,forcast_close_line,is_reach_close_line,close_date
000415.SZ,2018-01-16,5.6879,3.98153,True,2018-08-02
000415.SZ,2017-12-13,5.5299,3.8709299999999995,True,2018-08-02
000415.SZ,2017-12-06,5.5101,3.85707,True,2018-08-02
000415.SZ,2017-12-05,5.5101,3.85707,True,2018-08-02
000415.SZ,2017-11-27,5.8162,4.07134,True,2018-08-02
000415.SZ,2017-11-28,5.7965,4.05755,True,2018-08-02
000415.SZ,2017-11-29,5.7866,4.050619999999999,True,2018-08-02
000415.SZ,2017-12-01,5.8064,4.06448,True,2018-08-02
000415.SZ,2017-11-22,6.0137,4.2095899999999995,True,2018-08-01
000415.SZ,2017-11-30,5.7965,4.05755,True,2018-08-02
000415.SZ,2017-10-30,6.2705,4.389349999999999,True,2018-07-19
000415.SZ,2017-09-14,6.8235,4.77645,True,2018-07-18
000415.SZ,2017-09-18,6.7543,4.728009999999999,True,2018-07-19
000415.SZ,2017-05-25,6.1762,4.323339999999999,True,2018-07-19
000415.SZ,2017-04-25,6.5488,4.58416,True,2018-07-19
000415.SZ,2017-04-19,7.1174,4.98218,True,2018-07-18
000415.SZ,2017-04-07,7.0193,4.91351,True,2018-07-18
000415.SZ,2017-03-17,6.9703,4.87921,True,2018-07-18
000415.SZ,2017-01-19,6.686,4.680199999999999,True,2018-07-19
000415.SZ,2016-12-27,7.2252,5.05764,True,2018-07-18
000415.SZ,2016-09-13,6.9311,4.851769999999999,True,2018-07-18
000415.SZ,2016-01-22,6.7546,4.728219999999999,True,2018-07-19
000416.SZ,2017-11-30,7.5224,5.26568,True,2018-02-06
000419.SZ,2018-03-22,5.61,3.927,True,2018-10-18
000419.SZ,2017-04-18,7.8884,5.5218799999999995,True,2018-02-06
000419.SZ,2018-03-22,5.61,3.927,True,2018-10-18
000420.SZ,2016-11-02,4.02,2.8139999999999996,True,2018-03-23
000420.SZ,2017-05-16,3.14,2.198,True,2018-09-10
000420.SZ,2017-12-18,3.08,2.1559999999999997,True,2018-09-10
000420.SZ,2018-02-07,2.88,2.016,True,2018-10-08
000420.SZ,2018-02-07,2.88,2.016,True,2018-10-08
000420.SZ,2017-12-18,3.08,2.1559999999999997,True,2018-09-10
000420.SZ,2017-05-16,3.14,2.198,True,2018-09-10
000420.SZ,2016-11-02,4.02,2.8139999999999996,True,2018-03-23
000426.SZ,2017-12-20,9.0049,6.303429999999999,True,2018-09-06
000426.SZ,2017-12-20,9.0049,6.303429999999999,True,2018-09-06
000426.SZ,2016-12-06,9.6547,6.75829,True,2018-08-27
000426.SZ,2017-04-20,7.8631,5.50417,True,2018-10-11
000426.SZ,2018-05-07,8.7756,6.14292,True,2018-09-14
000426.SZ,2018-01-05,10.1717,7.120189999999999,True,2018-08-27
000426.SZ,2017-11-23,9.2542,6.47794,True,2018-08-27
000426.SZ,2017-11-01,10.5107,7.357489999999999,True,2018-05-30
000426.SZ,2017-08-17,9.693,6.785099999999999,True,2018-08-27
000426.SZ,2017-04-26,7.2659,5.08613,True,2018-10-12
000426.SZ,2017-03-31,8.2414,5.76898,True,2018-09-18
000426.SZ,2017-03-22,8.4603,5.92221,True,2018-09-17
000426.SZ,2017-01-24,8.7291,6.1103700000000005,True,2018-09-17
000426.SZ,2017-03-02,9.3462,6.542339999999999,True,2018-08-27
000426.SZ,2017-01-18,8.5798,6.00586,True,2018-09-17
000426.SZ,2016-12-23,8.7689,6.13823,True,2018-09-17
000426.SZ,2016-12-06,9.6547,6.75829,True,2018-08-27
000426.SZ,2016-12-02,9.7045,6.793149999999999,True,2018-08-27
000428.SZ,2016-05-18,6.19,4.333,True,2017-11-16
000428.SZ,2017-03-08,7.22,5.053999999999999,True,2017-05-24
000428.SZ,2016-05-18,6.19,4.333,True,2017-11-16
000428.SZ,2016-05-18,6.19,4.333,True,2017-11-16
000428.SZ,2017-11-13,4.4,3.08,True,2018-06-19
000428.SZ,2016-10-10,6.72,4.704,True,2017-07-17
000428.SZ,2017-06-27,5.08,3.5559999999999996,True,2018-02-06
000428.SZ,2016-10-27,7.09,4.962999999999999,True,2017-06-01
000428.SZ,2016-11-30,6.97,4.879,True,2017-06-01
000428.SZ,2016-11-30,6.97,4.879,True,2017-06-01
000428.SZ,2016-11-30,6.97,4.879,True,2017-06-01
000428.SZ,2016-10-17,6.66,4.662,True,2017-10-30
000428.SZ,2017-05-11,5.21,3.647,True,2018-02-06
000428.SZ,2016-10-31,7.07,4.949,True,2017-06-01
000428.SZ,2017-11-13,4.4,3.08,True,2018-06-19
000428.SZ,2017-07-19,4.69,3.283,True,2018-06-13
000428.SZ,2017-03-08,7.22,5.053999999999999,True,2017-05-24
000428.SZ,2016-10-27,7.09,4.962999999999999,True,2017-06-01
000428.SZ,2016-10-10,6.72,4.704,True,2017-07-17
000430.SZ,2017-12-27,8.47,5.929,True,2018-09-17
000430.SZ,2017-12-27,8.47,5.929,True,2018-09-17
000430.SZ,2016-10-14,12.1616,8.513119999999999,True,2017-12-07
000430.SZ,2016-12-12,11.8045,8.26315,True,2018-02-01
000430.SZ,2017-12-27,8.47,5.929,True,2018-09-17
000430.SZ,2018-05-14,7.51,5.257,True,2018-10-11
000430.SZ,2016-12-28,11.9434,8.36038,True,2018-02-01
000430.SZ,2016-12-12,11.8045,8.26315,True,2018-02-01
000430.SZ,2016-10-14,12.1616,8.513119999999999,True,2017-12-07
000488.SZ,2018-05-29,8.6743,6.07201,True,2018-09-06
000488.SZ,2018-06-28,7.5181,5.262669999999999,True,2018-10-16
000488.SZ,2018-07-06,6.8159,4.771129999999999,True,2019-08-13
000488.SZ,2018-05-23,9.0556,6.33892,True,2018-09-03
000488.SZ,2017-12-14,9.9939,6.99573,True,2018-07-05
000488.SZ,2019-04-04,6.7718,4.740259999999999,True,2019-08-13
000488.SZ,2018-04-04,10.1392,7.09744,True,2018-07-05
000488.SZ,2018-06-25,7.615,5.3305,True,2018-10-16
000488.SZ,2018-06-22,7.5847,5.30929,True,2018-10-16
