ts_code,start_date,pledge_price,forcast_close_line,close_date,current_ratio,quick_ratio,cash_ratio,inv_turn,ar_turn,ca_turn,netprofit_margin,grossprofit_margin,roe,debt_to_assets,op_yoy,ebt_yoy,assets_yoy,tr_yoy,or_yoy,q_gr_yoy,q_gr_qoq,q_sales_yoy,q_sales_qoq,q_op_yoy,q_op_qoq,q_profit_yoy,q_profit_qoq,revenue
300043.SZ,2017/11/9,7.0838,4.95866,2018/2/6,0.7138,0.6369,0.5306,15.481,6.3788,2.4072,8.9806,31.8116,9.3895,56.2711,-45.5948,-43.6894,16.7512,15.1348,15.1348,-9.0916,-10.4673,-9.0916,-10.4673,-1573.3967,-138.8881,-113.2324,-113.5616,1638821303
300043.SZ,2018/2/1,5.3079,3.71553,2018/7/11,0.5779,0.5122,0.4459,6.627,3.1322,1.3927,8.7445,47.1997,5.4254,55.6163,-15.7332,-19.8897,0.2007,25.5753,25.5753,46.8818,51.4225,46.8818,51.4225,152.827,1184.3598,122.5427,247.299,2820325349
300043.SZ,2017/10/19,7.7645,5.43515,2018/2/1,0.7138,0.6369,0.5306,15.481,6.3788,2.4072,8.9806,31.8116,9.3895,56.2711,-45.5948,-43.6894,16.7512,15.1348,15.1348,-9.0916,-10.4673,-9.0916,-10.4673,-1573.3967,-138.8881,-113.2324,-113.5616,1638821303
300043.SZ,2017/4/25,8.1757,5.72299,2018/1/31,0.7138,0.6369,0.5306,15.481,6.3788,2.4072,8.9806,31.8116,9.3895,56.2711,-45.5948,-43.6894,16.7512,15.1348,15.1348,-9.0916,-10.4673,-9.0916,-10.4673,-1573.3967,-138.8881,-113.2324,-113.5616,1638821303
300043.SZ,2017/8/22,7.8928,5.52496,2018/2/1,0.7138,0.6369,0.5306,15.481,6.3788,2.4072,8.9806,31.8116,9.3895,56.2711,-45.5948,-43.6894,16.7512,15.1348,15.1348,-9.0916,-10.4673,-9.0916,-10.4673,-1573.3967,-138.8881,-113.2324,-113.5616,1638821303
300043.SZ,2017/12/6,6.255,4.3785,2018/6/15,0.5779,0.5122,0.4459,6.627,3.1322,1.3927,8.7445,47.1997,5.4254,55.6163,-15.7332,-19.8897,0.2007,25.5753,25.5753,46.8818,51.4225,46.8818,51.4225,152.827,1184.3598,122.5427,247.299,2820325349
300043.SZ,2017/7/21,7.1134,4.97938,2018/2/6,0.7138,0.6369,0.5306,15.481,6.3788,2.4072,8.9806,31.8116,9.3895,56.2711,-45.5948,-43.6894,16.7512,15.1348,15.1348,-9.0916,-10.4673,-9.0916,-10.4673,-1573.3967,-138.8881,-113.2324,-113.5616,1638821303
300043.SZ,2017/5/25,7.5277,5.26939,2018/2/5,0.7138,0.6369,0.5306,15.481,6.3788,2.4072,8.9806,31.8116,9.3895,56.2711,-45.5948,-43.6894,16.7512,15.1348,15.1348,-9.0916,-10.4673,-9.0916,-10.4673,-1573.3967,-138.8881,-113.2324,-113.5616,1638821303
300043.SZ,2016/12/1,11.5635,8.09445,2017/5/5,0.7149,0.6417,0.5095,6.9366,3.3348,1.0773,13.3353,33.3967,6.8389,57.9887,-44.6624,-37.2252,17.5662,44.5164,44.5164,11.1073,6.143,11.1073,6.143,14.9864,-55.3145,-8.4676,-59.689,2755489345
300043.SZ,2017/5/18,7.7351,5.41457,2018/2/1,0.7138,0.6369,0.5306,15.481,6.3788,2.4072,8.9806,31.8116,9.3895,56.2711,-45.5948,-43.6894,16.7512,15.1348,15.1348,-9.0916,-10.4673,-9.0916,-10.4673,-1573.3967,-138.8881,-113.2324,-113.5616,1638821303
300043.SZ,2018/4/20,5.0119,3.50833,2018/8/6,0.5779,0.5122,0.4459,6.627,3.1322,1.3927,8.7445,47.1997,5.4254,55.6163,-15.7332,-19.8897,0.2007,25.5753,25.5753,46.8818,51.4225,46.8818,51.4225,152.827,1184.3598,122.5427,247.299,2820325349
300043.SZ,2016/9/7,12.6405,8.84835,2017/4/17,0.7257,0.6501,0.528,3.544,1.6502,0.5453,19.592,32.1481,4.8704,56.6997,-55.076,-46.3606,14.4508,112.2631,112.2631,112.2631,-16.0027,112.2631,-16.0027,-55.076,3138.6896,-43.0252,42.4637,2070321290
300043.SZ,2017/1/20,8.9394,6.25758,2017/12/25,0.7138,0.6369,0.5306,15.481,6.3788,2.4072,8.9806,31.8116,9.3895,56.2711,-45.5948,-43.6894,16.7512,15.1348,15.1348,-9.0916,-10.4673,-9.0916,-10.4673,-1573.3967,-138.8881,-113.2324,-113.5616,1638821303
300043.SZ,2017/12/25,5.9689,4.17823,2018/6/19,0.5779,0.5122,0.4459,6.627,3.1322,1.3927,8.7445,47.1997,5.4254,55.6163,-15.7332,-19.8897,0.2007,25.5753,25.5753,46.8818,51.4225,46.8818,51.4225,152.827,1184.3598,122.5427,247.299,2820325349
300043.SZ,2016/12/27,9.9381,6.95667,2017/11/23,0.7138,0.6369,0.5306,15.481,6.3788,2.4072,8.9806,31.8116,9.3895,56.2711,-45.5948,-43.6894,16.7512,15.1348,15.1348,-9.0916,-10.4673,-9.0916,-10.4673,-1573.3967,-138.8881,-113.2324,-113.5616,1638821303
300043.SZ,2017/1/4,9.9969,6.99783,2017/11/21,0.7138,0.6369,0.5306,15.481,6.3788,2.4072,8.9806,31.8116,9.3895,56.2711,-45.5948,-43.6894,16.7512,15.1348,15.1348,-9.0916,-10.4673,-9.0916,-10.4673,-1573.3967,-138.8881,-113.2324,-113.5616,1638821303
300043.SZ,2016/7/26,13.8546,9.69822,2017/1/12,0.9208,0.8245,0.7001,10.8222,8.1935,1.9353,19.0346,33.667,20.585,52.9919,-4.9394,-2.4656,55.1509,43.0818,43.0818,41.1983,2.3291,41.1983,2.3291,-97.7209,-96.3545,-36.7019,-9.4666,1305050160
300043.SZ,2016/11/16,12.288,8.6016,2017/4/18,0.7257,0.6501,0.528,3.544,1.6502,0.5453,19.592,32.1481,4.8704,56.6997,-55.076,-46.3606,14.4508,112.2631,112.2631,112.2631,-16.0027,112.2631,-16.0027,-55.076,3138.6896,-43.0252,42.4637,2070321290
300043.SZ,2016/7/11,13.3847,9.36929,2017/1/16,0.9208,0.8245,0.7001,10.8222,8.1935,1.9353,19.0346,33.667,20.585,52.9919,-4.9394,-2.4656,55.1509,43.0818,43.0818,41.1983,2.3291,41.1983,2.3291,-97.7209,-96.3545,-36.7019,-9.4666,1305050160
300043.SZ,2016/8/19,12.9734,9.08138,2017/1/16,0.9208,0.8245,0.7001,10.8222,8.1935,1.9353,19.0346,33.667,20.585,52.9919,-4.9394,-2.4656,55.1509,43.0818,43.0818,41.1983,2.3291,41.1983,2.3291,-97.7209,-96.3545,-36.7019,-9.4666,1305050160
300043.SZ,2016/8/24,12.6307,8.84149,2017/4/17,0.7257,0.6501,0.528,3.544,1.6502,0.5453,19.592,32.1481,4.8704,56.6997,-55.076,-46.3606,14.4508,112.2631,112.2631,112.2631,-16.0027,112.2631,-16.0027,-55.076,3138.6896,-43.0252,42.4637,2070321290
300043.SZ,2017/5/11,7.5099,5.25693,2018/2/5,0.7138,0.6369,0.5306,15.481,6.3788,2.4072,8.9806,31.8116,9.3895,56.2711,-45.5948,-43.6894,16.7512,15.1348,15.1348,-9.0916,-10.4673,-9.0916,-10.4673,-1573.3967,-138.8881,-113.2324,-113.5616,1638821303
300043.SZ,2017/1/17,8.8023,6.16161,2017/12/25,0.7138,0.6369,0.5306,15.481,6.3788,2.4072,8.9806,31.8116,9.3895,56.2711,-45.5948,-43.6894,16.7512,15.1348,15.1348,-9.0916,-10.4673,-9.0916,-10.4673,-1573.3967,-138.8881,-113.2324,-113.5616,1638821303
300044.SZ,2017/12/27,8.1881,5.73167,2018/10/11,1.5398,0.878,0.8038,0.5433,1.1805,0.3488,13.5055,34.1423,4.7473,46.4512,20.9361,20.1178,5.5118,-10.124,-10.124,-28.6107,-31.3724,-28.6107,-31.3724,-31.478,-36.7849,-29.4061,-35.159,1267806110
300044.SZ,2017/7/18,9.3002,6.51014,2018/6/19,1.5742,0.9426,0.8697,0.4104,0.8585,0.2491,14.4379,32.708,3.6274,46.2102,58.2511,58.6095,3.7614,0.4845,0.4845,0.4036,46.3387,0.4036,46.3387,-4.4059,-0.9688,29.6723,-4.4834,824073547.7
300044.SZ,2016/12/14,8.0936,5.66552,2018/10/12,1.5398,0.878,0.8038,0.5433,1.1805,0.3488,13.5055,34.1423,4.7473,46.4512,20.9361,20.1178,5.5118,-10.124,-10.124,-28.6107,-31.3724,-28.6107,-31.3724,-31.478,-36.7849,-29.4061,-35.159,1267806110
300044.SZ,2017/10/13,11.2808,7.89656,2018/1/15,1.3156,0.7686,0.7105,1.482,3.0061,0.8195,12.037,25.1081,11.7453,45.6612,268.6977,83.1539,106.7537,49.5482,49.5482,-10.8438,73.9673,-10.8438,73.9673,97.292,145.93,41.5166,144.499,237644507.9
300044.SZ,2016/12/22,8.2317,5.76219,2018/10/11,1.5398,0.878,0.8038,0.5433,1.1805,0.3488,13.5055,34.1423,4.7473,46.4512,20.9361,20.1178,5.5118,-10.124,-10.124,-28.6107,-31.3724,-28.6107,-31.3724,-31.478,-36.7849,-29.4061,-35.159,1267806110
300044.SZ,2017/11/27,9.3832,6.56824,2018/6/19,1.5742,0.9426,0.8697,0.4104,0.8585,0.2491,14.4379,32.708,3.6274,46.2102,58.2511,58.6095,3.7614,0.4845,0.4845,0.4036,46.3387,0.4036,46.3387,-4.4059,-0.9688,29.6723,-4.4834,824073547.7
300044.SZ,2017/11/29,9.3832,6.56824,2018/6/19,1.5742,0.9426,0.8697,0.4104,0.8585,0.2491,14.4379,32.708,3.6274,46.2102,58.2511,58.6095,3.7614,0.4845,0.4845,0.4036,46.3387,0.4036,46.3387,-4.4059,-0.9688,29.6723,-4.4834,824073547.7
300044.SZ,2017/7/27,9.7704,6.83928,2018/6/19,1.5742,0.9426,0.8697,0.4104,0.8585,0.2491,14.4379,32.708,3.6274,46.2102,58.2511,58.6095,3.7614,0.4845,0.4845,0.4036,46.3387,0.4036,46.3387,-4.4059,-0.9688,29.6723,-4.4834,824073547.7
300045.SZ,2018/5/3,12.0498,8.43486,2018/7/19,4.1303,3.5125,3.3022,0.6621,0.3039,0.1798,2.9199,45.6535,0.4153,16.9022,-87.8034,-88.0095,12.9551,-4.0955,-4.0997,14.7281,78.88,14.7203,78.8678,-16.9264,227.604,33.3498,272.5966,679077424.5
300045.SZ,2018/3/29,10.4863,7.34041,2018/8/3,4.1303,3.5125,3.3022,0.6621,0.3039,0.1798,2.9199,45.6535,0.4153,16.9022,-87.8034,-88.0095,12.9551,-4.0955,-4.0997,14.7281,78.88,14.7203,78.8678,-16.9264,227.604,33.3498,272.5966,679077424.5
300047.SZ,2018/7/26,9.4945,6.64615,2018/10/11,2.13,1.431,1.2815,2.1407,1.6205,0.7706,4.8744,23.9611,2.7373,29.0354,117.3233,110.6581,2.7274,20.498,20.498,18.0543,8.9802,18.0543,8.9802,63.397,-0.7158,69.8149,4.2151,3766826443
300047.SZ,2018/4/10,9.5487,6.68409,2018/10/11,2.13,1.431,1.2815,2.1407,1.6205,0.7706,4.8744,23.9611,2.7373,29.0354,117.3233,110.6581,2.7274,20.498,20.498,18.0543,8.9802,18.0543,8.9802,63.397,-0.7158,69.8149,4.2151,3766826443
300047.SZ,2016/6/14,10.4463,7.31241,2017/6/1,2.5534,1.6391,1.3716,1.1316,1.021,0.4351,2.1108,19.1322,0.5673,35.3955,236.7741,61.8075,-0.5596,18.0451,18.0451,28.726,34.4071,28.726,34.4071,81.7533,440.5852,-14.101,430.2082,1601213910
300047.SZ,2016/1/4,16.6068,11.62476,2016/1/13,1.9095,1.3656,1.2417,0.7426,0.5816,0.2401,-2.3106,16.0292,-0.9024,44.3567,69.1537,71.4594,0.1875,67.7346,67.7346,67.7346,-50.2685,67.7346,-50.2685,69.1537,-115.9172,61.5161,-115.948,820601736.2
300048.SZ,2017/7/20,4.5387,3.17709,2018/4/17,1.5933,1.175,1.0634,1.6531,1.3108,0.5556,4.0809,22.431,2.7286,43.5598,-74.7075,-81.9907,-4.8995,-4.6891,-4.6891,28.5534,73.9877,28.5534,73.9877,64.0402,-208.4766,-103.9631,-114.2057,653253057.6
300048.SZ,2018/1/15,3.8832,2.71824,2018/6/13,1.6687,1.2063,1.0892,0.6854,0.5847,0.2599,1.9776,28.8659,0.6415,42.1123,-71.9322,-76.3765,-1.4559,7.2614,7.2614,0.6039,40.0436,0.6039,40.0436,-90.0499,-2.9267,-75.2187,82.155,1206297162
300048.SZ,2017/12/11,4.0322,2.82254,2018/6/8,1.6687,1.2063,1.0892,0.6854,0.5847,0.2599,1.9776,28.8659,0.6415,42.1123,-71.9322,-76.3765,-1.4559,7.2614,7.2614,0.6039,40.0436,0.6039,40.0436,-90.0499,-2.9267,-75.2187,82.155,1206297162
300048.SZ,2016/6/15,6.3565,4.44955,2017/11/17,1.5933,1.175,1.0634,1.6531,1.3108,0.5556,4.0809,22.431,2.7286,43.5598,-74.7075,-81.9907,-4.8995,-4.6891,-4.6891,28.5534,73.9877,28.5534,73.9877,64.0402,-208.4766,-103.9631,-114.2057,653253057.6
300048.SZ,2016/11/18,6.6881,4.68167,2017/7/17,1.9101,1.3399,1.1538,0.7316,0.6159,0.2742,7.8888,25.9417,1.7839,45.2493,-72.7974,-69.7225,-1.8955,-3.5561,-3.5561,-2.0027,64.5615,-2.0027,64.5615,-31.0019,458.0607,-51.2304,133.8906,1350928407
300048.SZ,2016/8/29,7.0197,4.91379,2017/5/11,1.9101,1.3399,1.1538,0.7316,0.6159,0.2742,7.8888,25.9417,1.7839,45.2493,-72.7974,-69.7225,-1.8955,-3.5561,-3.5561,-2.0027,64.5615,-2.0027,64.5615,-31.0019,458.0607,-51.2304,133.8906,1350928407
300048.SZ,2018/2/8,3.2277,2.25939,2018/10/15,1.649,1.2014,1.0628,1.0569,0.9042,0.3954,1.4129,28.6501,0.8536,41.6205,-70.628,-75.1788,-2.9636,11.7626,11.7626,21.8868,-13.4004,21.8868,-13.4004,-67.8299,8.4603,-88.2091,-88.3268,208149979.5
300048.SZ,2017/9/27,5.1246,3.58722,2018/2/1,1.5933,1.175,1.0634,1.6531,1.3108,0.5556,4.0809,22.431,2.7286,43.5598,-74.7075,-81.9907,-4.8995,-4.6891,-4.6891,28.5534,73.9877,28.5534,73.9877,64.0402,-208.4766,-103.9631,-114.2057,653253057.6
300048.SZ,2016/12/26,5.7568,4.02976,2017/12/5,1.5933,1.175,1.0634,1.6531,1.3108,0.5556,4.0809,22.431,2.7286,43.5598,-74.7075,-81.9907,-4.8995,-4.6891,-4.6891,28.5534,73.9877,28.5534,73.9877,64.0402,-208.4766,-103.9631,-114.2057,653253057.6
300048.SZ,2017/12/19,3.9726,2.78082,2018/6/8,1.6687,1.2063,1.0892,0.6854,0.5847,0.2599,1.9776,28.8659,0.6415,42.1123,-71.9322,-76.3765,-1.4559,7.2614,7.2614,0.6039,40.0436,0.6039,40.0436,-90.0499,-2.9267,-75.2187,82.155,1206297162
300048.SZ,2016/9/26,6.4623,4.52361,2017/7/17,1.9101,1.3399,1.1538,0.7316,0.6159,0.2742,7.8888,25.9417,1.7839,45.2493,-72.7974,-69.7225,-1.8955,-3.5561,-3.5561,-2.0027,64.5615,-2.0027,64.5615,-31.0019,458.0607,-51.2304,133.8906,1350928407
300048.SZ,2017/6/26,5.214,3.6498,2018/2/1,1.5933,1.175,1.0634,1.6531,1.3108,0.5556,4.0809,22.431,2.7286,43.5598,-74.7075,-81.9907,-4.8995,-4.6891,-4.6891,28.5534,73.9877,28.5534,73.9877,64.0402,-208.4766,-103.9631,-114.2057,653253057.6
300048.SZ,2016/12/30,5.7639,4.03473,2017/12/5,1.5933,1.175,1.0634,1.6531,1.3108,0.5556,4.0809,22.431,2.7286,43.5598,-74.7075,-81.9907,-4.8995,-4.6891,-4.6891,28.5534,73.9877,28.5534,73.9877,64.0402,-208.4766,-103.9631,-114.2057,653253057.6
300048.SZ,2017/6/14,5.4127,3.78889,2017/12/25,1.5933,1.175,1.0634,1.6531,1.3108,0.5556,4.0809,22.431,2.7286,43.5598,-74.7075,-81.9907,-4.8995,-4.6891,-4.6891,28.5534,73.9877,28.5534,73.9877,64.0402,-208.4766,-103.9631,-114.2057,653253057.6
300048.SZ,2017/1/13,5.7992,4.05944,2017/12/5,1.5933,1.175,1.0634,1.6531,1.3108,0.5556,4.0809,22.431,2.7286,43.5598,-74.7075,-81.9907,-4.8995,-4.6891,-4.6891,28.5534,73.9877,28.5534,73.9877,64.0402,-208.4766,-103.9631,-114.2057,653253057.6
300048.SZ,2017/12/26,3.7243,2.60701,2018/6/19,1.6687,1.2063,1.0892,0.6854,0.5847,0.2599,1.9776,28.8659,0.6415,42.1123,-71.9322,-76.3765,-1.4559,7.2614,7.2614,0.6039,40.0436,0.6039,40.0436,-90.0499,-2.9267,-75.2187,82.155,1206297162
300048.SZ,2016/12/7,6.3777,4.46439,2017/11/17,1.5933,1.175,1.0634,1.6531,1.3108,0.5556,4.0809,22.431,2.7286,43.5598,-74.7075,-81.9907,-4.8995,-4.6891,-4.6891,28.5534,73.9877,28.5534,73.9877,64.0402,-208.4766,-103.9631,-114.2057,653253057.6
300048.SZ,2016/12/12,5.8697,4.10879,2017/12/4,1.5933,1.175,1.0634,1.6531,1.3108,0.5556,4.0809,22.431,2.7286,43.5598,-74.7075,-81.9907,-4.8995,-4.6891,-4.6891,28.5534,73.9877,28.5534,73.9877,64.0402,-208.4766,-103.9631,-114.2057,653253057.6
300048.SZ,2017/12/13,3.9925,2.79475,2018/6/8,1.6687,1.2063,1.0892,0.6854,0.5847,0.2599,1.9776,28.8659,0.6415,42.1123,-71.9322,-76.3765,-1.4559,7.2614,7.2614,0.6039,40.0436,0.6039,40.0436,-90.0499,-2.9267,-75.2187,82.155,1206297162
300048.SZ,2017/12/5,3.913,2.7391,2018/6/13,1.6687,1.2063,1.0892,0.6854,0.5847,0.2599,1.9776,28.8659,0.6415,42.1123,-71.9322,-76.3765,-1.4559,7.2614,7.2614,0.6039,40.0436,0.6039,40.0436,-90.0499,-2.9267,-75.2187,82.155,1206297162
300048.SZ,2016/11/29,6.4623,4.52361,2017/7/17,1.9101,1.3399,1.1538,0.7316,0.6159,0.2742,7.8888,25.9417,1.7839,45.2493,-72.7974,-69.7225,-1.8955,-3.5561,-3.5561,-2.0027,64.5615,-2.0027,64.5615,-31.0019,458.0607,-51.2304,133.8906,1350928407
300048.SZ,2016/9/29,6.5258,4.56806,2017/7/17,1.9101,1.3399,1.1538,0.7316,0.6159,0.2742,7.8888,25.9417,1.7839,45.2493,-72.7974,-69.7225,-1.8955,-3.5561,-3.5561,-2.0027,64.5615,-2.0027,64.5615,-31.0019,458.0607,-51.2304,133.8906,1350928407
300048.SZ,2017/8/17,4.9657,3.47599,2018/2/2,1.5933,1.175,1.0634,1.6531,1.3108,0.5556,4.0809,22.431,2.7286,43.5598,-74.7075,-81.9907,-4.8995,-4.6891,-4.6891,28.5534,73.9877,28.5534,73.9877,64.0402,-208.4766,-103.9631,-114.2057,653253057.6
300048.SZ,2017/8/18,4.9657,3.47599,2018/2/2,1.5933,1.175,1.0634,1.6531,1.3108,0.5556,4.0809,22.431,2.7286,43.5598,-74.7075,-81.9907,-4.8995,-4.6891,-4.6891,28.5534,73.9877,28.5534,73.9877,64.0402,-208.4766,-103.9631,-114.2057,653253057.6
300048.SZ,2017/8/14,4.5983,3.21881,2018/2/9,1.5933,1.175,1.0634,1.6531,1.3108,0.5556,4.0809,22.431,2.7286,43.5598,-74.7075,-81.9907,-4.8995,-4.6891,-4.6891,28.5534,73.9877,28.5534,73.9877,64.0402,-208.4766,-103.9631,-114.2057,653253057.6
300048.SZ,2016/1/20,6.265,4.3855,2016/1/28,2.9824,2.1631,1.7732,0.2931,0.2798,0.1216,27.3355,36.5797,2.5524,22.2689,6210.8163,2052.6386,-1.8937,87.4064,87.4064,87.4064,-14.7683,87.4064,-14.7683,6210.8163,197.5958,2190.8813,128.6719,1050912554
300048.SZ,2016/10/31,6.4623,4.52361,2017/7/17,1.9101,1.3399,1.1538,0.7316,0.6159,0.2742,7.8888,25.9417,1.7839,45.2493,-72.7974,-69.7225,-1.8955,-3.5561,-3.5561,-2.0027,64.5615,-2.0027,64.5615,-31.0019,458.0607,-51.2304,133.8906,1350928407
300048.SZ,2016/9/13,6.8786,4.81502,2017/5/12,1.9101,1.3399,1.1538,0.7316,0.6159,0.2742,7.8888,25.9417,1.7839,45.2493,-72.7974,-69.7225,-1.8955,-3.5561,-3.5561,-2.0027,64.5615,-2.0027,64.5615,-31.0019,458.0607,-51.2304,133.8906,1350928407
300048.SZ,2016/1/7,6.3424,4.43968,2016/1/28,2.9824,2.1631,1.7732,0.2931,0.2798,0.1216,27.3355,36.5797,2.5524,22.2689,6210.8163,2052.6386,-1.8937,87.4064,87.4064,87.4064,-14.7683,87.4064,-14.7683,6210.8163,197.5958,2190.8813,128.6719,1050912554
300048.SZ,2016/8/8,6.8151,4.77057,2017/5/12,1.9101,1.3399,1.1538,0.7316,0.6159,0.2742,7.8888,25.9417,1.7839,45.2493,-72.7974,-69.7225,-1.8955,-3.5561,-3.5561,-2.0027,64.5615,-2.0027,64.5615,-31.0019,458.0607,-51.2304,133.8906,1350928407
300048.SZ,2016/8/11,6.8645,4.80515,2017/5/12,1.9101,1.3399,1.1538,0.7316,0.6159,0.2742,7.8888,25.9417,1.7839,45.2493,-72.7974,-69.7225,-1.8955,-3.5561,-3.5561,-2.0027,64.5615,-2.0027,64.5615,-31.0019,458.0607,-51.2304,133.8906,1350928407
300048.SZ,2016/7/18,7.9368,5.55576,2017/1/16,2.0112,1.491,1.3538,1.6226,1.5349,0.6437,15.688,35.5686,7.4638,45.9654,208.1692,242.2795,46.4176,75.5249,75.5249,27.535,-12.6239,27.535,-12.6239,-345.7403,-190.0179,1.0916,-47.8958,609029284.7
300050.SZ,2017/11/21,7.9551,5.56857,2018/6/19,1.7623,1.6782,1.382,4.7497,0.7938,0.3327,6.3105,41.3808,1.056,21.6731,-36.9358,-52.9538,2.1743,37.6452,37.6452,56.9983,30.9491,56.9983,30.9491,-40.4982,11.9191,-55.4747,35.3728,983233236.4
300050.SZ,2018/5/31,6.5495,4.58465,2018/10/11,1.7471,1.6519,1.3791,6.5741,1.1331,0.4841,4.5686,39.8706,1.1321,21.3751,-52.8158,-59.8391,2.3474,27.1336,27.1336,8.3872,-22.1279,8.3872,-22.1279,-81.0675,-79.7011,-90.1698,-92.4174,238831179
300050.SZ,2018/2/7,7.0878,4.96146,2018/10/8,1.7471,1.6519,1.3791,6.5741,1.1331,0.4841,4.5686,39.8706,1.1321,21.3751,-52.8158,-59.8391,2.3474,27.1336,27.1336,8.3872,-22.1279,8.3872,-22.1279,-81.0675,-79.7011,-90.1698,-92.4174,238831179
300050.SZ,2017/8/1,10.0884,7.06188,2018/5/30,1.7623,1.6782,1.382,4.7497,0.7938,0.3327,6.3105,41.3808,1.056,21.6731,-36.9358,-52.9538,2.1743,37.6452,37.6452,56.9983,30.9491,56.9983,30.9491,-40.4982,11.9191,-55.4747,35.3728,983233236.4
300050.SZ,2017/8/2,9.9788,6.98516,2018/5/30,1.7623,1.6782,1.382,4.7497,0.7938,0.3327,6.3105,41.3808,1.056,21.6731,-36.9358,-52.9538,2.1743,37.6452,37.6452,56.9983,30.9491,56.9983,30.9491,-40.4982,11.9191,-55.4747,35.3728,983233236.4
300050.SZ,2016/12/14,12.5048,8.75336,2017/11/17,2.0079,1.938,1.8153,8.9191,1.7796,0.6401,11.2355,41.179,4.5407,20.6383,21.2033,-5.356,42.2675,20.2788,20.2788,58.7701,93.6319,58.7701,93.6319,118.7479,80.6191,-48.4558,43.8016,460230496.7
300050.SZ,2017/10/24,10.0785,7.05495,2018/5/30,1.7623,1.6782,1.382,4.7497,0.7938,0.3327,6.3105,41.3808,1.056,21.6731,-36.9358,-52.9538,2.1743,37.6452,37.6452,56.9983,30.9491,56.9983,30.9491,-40.4982,11.9191,-55.4747,35.3728,983233236.4
300050.SZ,2017/8/14,9.7993,6.85951,2018/5/30,1.7623,1.6782,1.382,4.7497,0.7938,0.3327,6.3105,41.3808,1.056,21.6731,-36.9358,-52.9538,2.1743,37.6452,37.6452,56.9983,30.9491,56.9983,30.9491,-40.4982,11.9191,-55.4747,35.3728,983233236.4
300050.SZ,2016/12/8,13.6163,9.53141,2017/10/30,2.5904,2.4557,2.325,3.9466,0.8863,0.3629,15.5012,44.4312,3.6658,22.8477,1.4788,2.8229,45.1514,2.9208,2.9208,9.0086,12.7973,9.0086,12.7973,-32.3156,-36.1551,-58.0348,-65.6553,460230496.7
300051.SZ,2018/1/18,9.81,6.867,2018/9/17,2.0482,2.0474,1.5321,716.7274,6.2875,0.6736,1.6976,68.5288,2.082,28.4337,-92.4558,-93.5394,-3.3161,-28.9974,-28.9974,-35.4419,-4.5175,-35.4419,-4.5175,-101.1314,88.7679,-102.8301,73.4578,70931624.68
300051.SZ,2018/4/27,10.77,7.539,2018/7/11,2.2803,2.2799,2.1683,643.4049,4.2396,0.4594,3.0551,71.5532,1.5798,27.8908,-85.1865,-86.1863,-3.9216,-25.434,-25.434,-27.1278,0.5456,-27.1278,0.5456,-116.6722,-136.2965,-118.6171,-140.1891,234806558.6
300051.SZ,2018/4/26,11.22,7.854,2018/6/21,2.2803,2.2799,2.1683,643.4049,4.2396,0.4594,3.0551,71.5532,1.5798,27.8908,-85.1865,-86.1863,-3.9216,-25.434,-25.434,-27.1278,0.5456,-27.1278,0.5456,-116.6722,-136.2965,-118.6171,-140.1891,234806558.6
300051.SZ,2017/11/22,9.06,6.342,2018/10/11,2.0482,2.0474,1.5321,716.7274,6.2875,0.6736,1.6976,68.5288,2.082,28.4337,-92.4558,-93.5394,-3.3161,-28.9974,-28.9974,-35.4419,-4.5175,-35.4419,-4.5175,-101.1314,88.7679,-102.8301,73.4578,70931624.68
300051.SZ,2017/11/15,9.5,6.65,2018/10/8,2.0482,2.0474,1.5321,716.7274,6.2875,0.6736,1.6976,68.5288,2.082,28.4337,-92.4558,-93.5394,-3.3161,-28.9974,-28.9974,-35.4419,-4.5175,-35.4419,-4.5175,-101.1314,88.7679,-102.8301,73.4578,70931624.68
300051.SZ,2017/9/13,12.03,8.421,2018/6/19,2.2803,2.2799,2.1683,643.4049,4.2396,0.4594,3.0551,71.5532,1.5798,27.8908,-85.1865,-86.1863,-3.9216,-25.434,-25.434,-27.1278,0.5456,-27.1278,0.5456,-116.6722,-136.2965,-118.6171,-140.1891,234806558.6
300051.SZ,2017/9/6,11.53,8.071,2018/6/21,2.2803,2.2799,2.1683,643.4049,4.2396,0.4594,3.0551,71.5532,1.5798,27.8908,-85.1865,-86.1863,-3.9216,-25.434,-25.434,-27.1278,0.5456,-27.1278,0.5456,-116.6722,-136.2965,-118.6171,-140.1891,234806558.6
300051.SZ,2017/7/28,10.36,7.252,2018/9/3,2.0482,2.0474,1.5321,716.7274,6.2875,0.6736,1.6976,68.5288,2.082,28.4337,-92.4558,-93.5394,-3.3161,-28.9974,-28.9974,-35.4419,-4.5175,-35.4419,-4.5175,-101.1314,88.7679,-102.8301,73.4578,70931624.68
300051.SZ,2018/5/9,10.87,7.609,2018/6/25,2.2803,2.2799,2.1683,643.4049,4.2396,0.4594,3.0551,71.5532,1.5798,27.8908,-85.1865,-86.1863,-3.9216,-25.434,-25.434,-27.1278,0.5456,-27.1278,0.5456,-116.6722,-136.2965,-118.6171,-140.1891,234806558.6
300051.SZ,2017/1/23,13.76,9.632,2017/7/17,0.6153,0.6109,0.5459,25.1627,3.3433,0.8388,17.0085,71.1091,3.1255,26.9863,-28.3915,-29.2203,-1.5628,7.3064,7.3064,6.8481,5.3446,6.8481,5.3446,-49.2268,1.1807,-52.4851,-6.4234,325681938.4
