,code,pledge_date,alarm_line,close_position_line,price_on_pledge,total_pledge_nb,total_share_ratio,total_stock_ratio,close_position_date,is_st
0,000034.SZ,2016-11-25,17.8048,15.5792,27.82,11223.0,72.5104,17.16,2018-06-19,0
1,000046.SZ,2016-02-02,5.91,5.17,9.23,277068.83,80.08,53.32,2018-07-04,0
2,000046.SZ,2016-02-02,5.91,5.17,9.23,339517.71,97.57,65.34,2018-07-04,0
3,000056.SZ,2018-06-12,6.36,5.57,9.94,24216.59,98.17,20.6,2018-12-14,0
4,000056.SZ,2018-05-09,6.39,5.59,9.99,24117.47,97.77,20.52,2018-12-06,0
5,000056.SZ,2018-04-25,6.66,5.83,10.41,22917.97,92.91,19.5,2018-10-29,0
6,000056.SZ,2018-04-25,6.66,5.83,10.41,22917.97,92.91,19.5,2018-10-29,0
7,000056.SZ,2017-11-02,8.44,7.39,13.19,23736.47,96.23,20.2,2018-10-19,0
8,000056.SZ,2017-06-16,7.49,6.56,11.71,21310.7,89.06,18.57,2018-10-23,0
9,000056.SZ,2016-07-21,8.09,7.08,12.64,21850.0,88.58,18.59,2018-10-19,0
10,000068.SZ,2017-01-06,5.48,4.79,8.56,26610.3,100.0,26.43,2018-02-02,0
11,000078.SZ,2017-06-14,3.88,3.39,6.06,105431.89,86.67,39.81,2018-10-18,0
12,000078.SZ,2017-06-14,3.88,3.39,6.06,105431.89,86.67,39.81,2018-10-18,0
13,000078.SZ,2016-12-28,3.98,3.48,6.22,113760.46,93.52,42.96,2018-10-18,0
14,000078.SZ,2016-09-30,4.32,3.78,6.76,121260.46,99.68,44.77,2018-09-03,0
15,000150.SZ,2018-10-22,5.81,5.09,9.08,9328.0,97.53,14.88,2019-07-10,0
16,000150.SZ,2018-10-19,6.12,5.35,9.56,9328.0,97.53,14.88,2019-07-08,0
17,000150.SZ,2018-10-19,6.12,5.35,9.56,9328.0,97.53,14.88,2019-07-08,0
18,000150.SZ,2018-10-19,6.12,5.35,9.56,9328.0,97.53,14.88,2019-07-08,0
19,000150.SZ,2018-10-19,6.12,5.35,9.56,9328.0,97.53,14.88,2019-07-08,0
20,000150.SZ,2018-10-11,7.32,6.41,11.44,7898.0,82.58,12.6,2019-05-28,0
21,000150.SZ,2017-11-28,9.12,7.98,14.25,6271.0,91.79,14.0,2019-05-28,0
22,000150.SZ,2017-07-05,8.12,7.1,12.68,3658.0,99.99,8.17,2019-05-28,0
23,000150.SZ,2017-07-05,8.12,7.1,12.68,11010.0,66.31,24.59,2019-05-28,0
24,000150.SZ,2017-06-14,8.21,7.18,12.82,11206.93,67.5,25.03,2019-05-28,0
25,000150.SZ,2016-12-01,11.27,9.86,17.61,5587.0,81.78,12.48,2019-05-07,0
26,000150.SZ,2016-11-23,10.74,9.4,16.79,11194.0,67.42,25.0,2019-05-17,0
27,000150.SZ,2016-11-08,10.08,8.82,15.75,37910.00778467909,82.15942010362694,18.55983436853002,2019-05-17,0
28,000150.SZ,2016-09-05,10.31,9.02,16.11,5965.39,87.32,13.32,2019-05-17,0
29,000407.SZ,2017-09-05,5.29,4.63,8.27,7597.1,92.56,8.63,2018-06-19,0
30,000407.SZ,2017-07-10,5.83,5.1,9.11,8204.1,99.96,9.32,2018-06-14,0
31,000407.SZ,2017-07-10,5.83,5.1,9.11,8204.1,99.96,9.32,2018-06-14,0
32,000407.SZ,2017-07-10,5.83,5.1,9.11,8204.1,99.96,9.32,2018-06-14,0
33,000407.SZ,2017-07-10,5.83,5.1,9.11,8204.1,99.96,9.32,2018-06-14,0
34,000407.SZ,2017-07-10,5.83,5.1,9.11,8204.1,99.96,9.32,2018-06-14,0
35,000407.SZ,2017-06-12,6.44,5.64,10.07,8204.1,99.96,9.32,2018-02-09,0
36,000408.SZ,2018-02-06,12.34,10.79,15.42,85646.14,99.72,42.96,2018-08-22,0
37,000408.SZ,2018-02-06,12.34,10.79,15.42,37987.94,98.1,19.05,2018-08-22,0
38,000408.SZ,2017-12-27,14.4,12.6,18.0,82746.14,96.34,41.5,2018-06-19,0
39,000408.SZ,2016-12-23,11.92,10.43,14.9,40795.7,100.0,19.69,2019-04-29,0
40,000408.SZ,2016-12-23,11.92,10.43,14.9,40795.7,100.0,19.69,2019-04-29,0
41,000408.SZ,2016-12-23,11.92,10.43,14.9,40795.7,100.0,19.69,2019-04-29,0
42,000408.SZ,2016-12-23,11.92,10.43,14.9,40795.7,100.0,19.69,2019-04-29,0
43,000408.SZ,2016-12-23,11.92,10.43,14.9,40795.7,100.0,19.69,2019-04-29,0
44,000408.SZ,2016-12-23,11.92,10.43,14.9,40795.7,100.0,19.69,2019-04-29,0
45,000408.SZ,2016-12-22,12.04,10.54,15.06,40795.7,100.0,19.69,2019-01-31,0
46,000408.SZ,2016-09-27,12.13,10.62,15.16,70202.86,77.58,33.87,2019-01-31,0
47,000408.SZ,2016-08-30,13.47,11.79,16.84,36867.94,90.37,17.79,2018-08-15,0
48,000408.SZ,2016-08-26,13.38,11.7,16.72,36867.94,90.37,17.79,2018-08-17,0
49,000408.SZ,2016-08-26,13.38,11.7,16.72,36867.94,90.37,17.79,2018-08-17,0
50,000408.SZ,2016-08-01,11.82,10.35,14.78,85889.27,100.0,43.08,2019-04-29,0
51,000410.SZ,2018-01-04,6.74,5.9,10.53,11500.0,49.85,15.02,2019-07-17,0
52,000413.SZ,2018-01-12,7.36,6.44,9.21,37910.00778467909,82.15942010362694,18.55983436853002,2018-06-19,0
53,000413.SZ,2016-12-09,10.09,8.83,12.61,79964.3,87.39,13.95,2018-01-29,0
54,000413.SZ,2016-10-31,10.37,9.07,12.96,48988.27,87.64,9.92,2018-01-17,0
55,000413.SZ,2016-06-24,6.26,5.48,7.83,78073.03,94.07,20.36,2018-08-17,0
56,000415.SZ,2018-03-12,4.61,4.04,5.77,211485.2,97.96,34.2,2018-08-02,0
57,000415.SZ,2017-11-27,4.67,4.09,5.84,37910.00778467909,82.15942010362694,18.55983436853002,2018-08-02,0
58,000415.SZ,2016-07-15,5.35,4.68,6.69,52718.29,100.0,8.52,2018-07-19,0
59,000426.SZ,2018-01-05,6.52,5.71,10.19,15002.3,83.29,8.03,2018-10-08,0
60,000426.SZ,2017-12-20,5.98,5.23,9.34,14582.3,80.95,7.8,2018-10-11,0
61,000426.SZ,2017-11-23,5.94,5.19,9.27,53891.1,96.91,28.84,2018-10-11,0
62,000426.SZ,2017-11-01,6.85,6.0,10.71,53891.1,96.91,28.84,2018-09-17,0
63,000426.SZ,2017-08-17,6.25,5.47,9.76,54391.1,97.81,29.11,2018-10-11,0
64,000426.SZ,2017-03-02,5.99,5.24,9.37,53630.01,96.44,28.7,2018-10-11,0
65,000426.SZ,2016-12-02,6.25,5.47,9.76,36028.53,98.93,30.18,2018-10-11,0
66,000430.SZ,2016-12-28,7.68,6.72,12.0,9080.0,94.27,28.3,2018-06-19,0
67,000488.SZ,2018-05-23,5.8,5.07,9.06,33601.34,75.44,11.57,2019-08-09,0
68,000503.SZ,2016-12-07,34.5,30.18,53.9,17629.0,70.97,19.61,2017-05-09,0
69,000503.SZ,2016-12-01,37.08,32.44,57.93,4214.18,17.88,4.69,2017-04-12,0
70,000509.SZ,2017-11-01,3.92,3.43,6.12,19820.0,99.5,24.01,2018-04-16,0
71,000509.SZ,2017-09-29,3.92,3.43,6.12,19820.0,99.5,24.01,2018-04-16,0
72,000510.SZ,2017-11-24,5.05,4.42,7.9,7952.0,99.99,13.05,2018-07-02,0
73,000510.SZ,2017-11-23,4.99,4.37,7.8,7952.0,99.99,13.05,2018-07-02,0
74,000517.SZ,2018-01-11,3.44,3.01,5.38,74144.0,48.59,23.29,2018-06-28,0
75,000517.SZ,2018-01-11,3.44,3.01,5.38,74144.0,48.59,23.29,2018-06-28,0
76,000518.SZ,2018-01-02,4.42,3.87,6.91,11413.0,79.18,11.09,2018-09-11,0
77,000518.SZ,2017-08-01,5.27,4.61,8.24,9666.0,93.89,9.39,2018-06-19,0
78,000520.SZ,2016-03-29,5.88,5.14,9.18,15556.0,85.94,15.37,2017-09-25,0
79,000532.SZ,2017-01-03,11.92,10.43,18.63,1990.0,49.9,5.77,2017-12-25,0
80,000536.SZ,2017-05-22,3.52,3.08,5.5,45000.0,98.73,26.03,2018-05-30,0
81,000536.SZ,2017-04-24,3.85,3.37,6.02,44500.0,97.63,25.74,2018-05-28,0
82,000536.SZ,2017-03-31,4.19,3.66,6.54,43500.0,95.44,25.16,2018-05-02,0
83,000536.SZ,2017-03-21,4.64,4.06,7.25,43456.25,95.34,25.14,2018-02-06,0
84,000536.SZ,2017-02-09,4.6,4.02,7.18,43500.0,92.11,25.16,2018-02-06,0
85,000536.SZ,2016-12-23,5.74,5.02,8.96,48500.0,97.83,28.05,2017-11-22,0
86,000536.SZ,2016-11-10,5.17,4.53,8.08,23741.69,100.0,13.73,2018-01-31,0
87,000541.SZ,2016-08-19,5.93,5.18,9.26,8396.66,49.0,6.6,2018-10-16,0
88,000541.SZ,2016-08-19,5.93,5.18,9.26,2957.53,49.0,2.32,2018-10-16,0
89,000545.SZ,2016-11-22,4.0,3.5,6.24,35811.01,97.3,36.29,2018-12-24,0
90,000558.SZ,2017-11-15,3.71,3.24,5.79,54175.0,88.1,42.02,2018-08-06,0
91,000558.SZ,2017-05-26,4.05,3.55,6.33,33150.0,80.86,38.57,2018-06-28,0
92,000558.SZ,2017-05-12,4.31,3.77,6.73,53000.0,86.19,41.11,2018-06-21,0
93,000558.SZ,2017-04-21,4.67,4.09,7.3,30000.0,73.18,34.9,2018-02-22,0
94,000558.SZ,2016-02-02,6.38,5.58,9.96,34163.2,83.34,39.75,2017-11-20,0
95,000558.SZ,2016-02-02,6.38,5.58,9.96,34163.2,83.34,39.75,2017-11-20,0
96,000564.SZ,2017-12-28,3.05,2.67,4.77,91241.58,99.17,15.19,2018-10-11,0
97,000564.SZ,2017-12-28,3.05,2.67,4.77,91241.58,99.17,15.19,2018-10-11,0
98,000564.SZ,2017-12-18,3.05,2.67,4.77,91241.58,99.17,15.19,2018-10-11,0
99,000564.SZ,2017-12-12,3.05,2.67,4.77,88741.58,96.45,14.77,2018-10-11,0
100,000564.SZ,2017-12-06,3.05,2.67,4.77,21484.73,67.74,3.58,2018-10-11,0
101,000564.SZ,2017-11-27,3.05,2.67,4.77,31046.89,100.0,5.17,2018-10-11,0
102,000564.SZ,2017-11-22,3.21,2.81,5.01,78951.28,85.81,13.14,2018-10-11,0
103,000564.SZ,2017-11-07,3.51,3.07,5.48,30136.3,97.07,5.02,2018-08-31,0
104,000564.SZ,2017-10-26,3.67,3.21,5.73,29148.82,93.89,4.85,2018-08-17,0
105,000564.SZ,2017-08-21,4.14,3.62,6.47,11844.8,37.35,1.97,2018-08-02,0
106,000564.SZ,2017-08-09,4.18,3.66,6.54,24278.66,78.2,4.04,2018-08-02,0
107,000564.SZ,2017-06-12,4.15,3.63,6.48,87049.47,94.61,14.49,2018-08-02,0
108,000564.SZ,2017-05-26,4.2,3.67,6.56,84037.42,91.34,13.99,2018-08-02,0
109,000564.SZ,2017-04-27,4.69,4.11,7.33,19860.0,63.97,3.31,2018-07-30,0
110,000564.SZ,2017-02-15,5.24,4.59,8.19,10000.0,31.53,1.66,2018-07-20,0
111,000564.SZ,2016-12-16,5.64,4.94,8.81,91241.58,99.17,15.19,2017-11-23,0
112,000564.SZ,2016-12-13,5.78,5.06,9.03,71859.88,78.1,11.96,2017-11-22,0
113,000564.SZ,2016-12-13,5.78,5.06,9.03,71859.88,78.1,11.96,2017-11-22,0
114,000564.SZ,2016-11-24,5.93,5.19,9.26,60555.53,65.82,10.08,2017-11-17,0
115,000564.SZ,2016-10-26,6.09,5.33,9.51,34200.0,95.14,5.69,2017-11-17,0
116,000566.SZ,2017-08-22,8.28,7.25,12.94,33224.57,72.96,24.87,2018-08-06,0
117,000566.SZ,2017-08-21,8.26,7.23,12.91,33224.57,72.96,24.87,2018-08-06,0
118,000566.SZ,2017-05-26,8.44,7.39,13.19,45075.33,98.99,33.74,2018-08-02,0
119,000566.SZ,2017-05-16,8.46,7.41,13.22,45075.33,98.99,33.74,2018-08-02,0
120,000566.SZ,2016-11-09,8.76,7.66,13.68,45075.33,98.99,33.74,2018-08-02,0
121,000566.SZ,2016-11-02,9.03,7.9,14.11,45075.33,98.99,33.74,2018-07-30,0
122,000566.SZ,2016-09-14,8.37,7.32,13.08,45173.33,99.2,33.81,2018-08-06,0
123,000567.SZ,2018-04-24,10.38,9.08,16.22,29096.48,100.0,65.8,2019-06-13,0
124,000576.SZ,2017-10-16,10.66,9.33,16.66,18000.0,97.83,40.64,2018-07-12,0
125,000576.SZ,2017-02-27,9.96,8.72,15.57,18000.0,97.83,40.64,2018-07-13,0
126,000584.SZ,2017-02-10,7.55,6.61,11.8,4358.17,62.88,7.11,2018-10-16,0
127,000584.SZ,2017-01-20,7.55,6.61,11.8,7924.0,69.46,12.92,2018-10-16,0
128,000584.SZ,2017-01-19,7.55,6.61,11.8,3395.97,49.0,5.54,2018-10-16,0
129,000587.SZ,2017-09-08,5.08,4.45,7.94,78542.37,99.84,36.98,2018-07-03,0
130,000587.SZ,2016-11-08,4.93,4.32,7.71,38510.19,97.91,36.26,2018-07-03,0
131,000587.SZ,2016-10-31,4.88,4.27,7.62,38510.19,97.91,36.26,2018-07-03,0
132,000587.SZ,2016-05-16,4.7,4.11,7.35,39204.19,99.67,36.91,2018-07-03,0
133,000592.SZ,2017-10-20,3.68,3.22,5.75,37910.00778467909,82.15942010362694,18.55983436853002,2018-06-15,0
134,000592.SZ,2016-03-09,3.94,3.45,6.16,23021.0,75.71,23.83,2018-05-30,0
135,000605.SZ,2017-12-07,8.35,7.3,13.04,1215.1,75.21,4.82,2018-10-12,0
136,000605.SZ,2017-09-22,11.87,10.39,18.55,950.0,49.87,3.77,2018-07-11,0
137,000605.SZ,2017-09-22,11.87,10.39,18.55,950.0,49.87,3.77,2018-07-11,0
138,000605.SZ,2017-09-22,11.87,10.39,18.55,950.0,49.87,3.77,2018-07-11,0
139,000612.SZ,2017-11-03,6.62,5.79,10.35,20591.98,99.83,17.27,2018-06-13,0
140,000612.SZ,2017-10-18,6.5,5.68,10.15,20591.98,99.83,17.27,2018-06-13,0
141,000616.SZ,2016-04-22,3.33,2.91,5.2,12002.61,42.0,8.39,2018-08-01,0
142,000626.SZ,2017-05-25,9.98,8.74,15.6,15010.0,71.64,25.07,2018-05-28,0
143,000626.SZ,2016-05-18,17.03,14.9,26.61,5970.0,79.51,29.48,2017-11-02,0
144,000626.SZ,2016-05-16,18.2,15.92,28.43,5970.0,79.51,29.48,2017-05-23,0
145,000638.SZ,2017-02-21,9.4,8.23,14.69,11660.0,100.0,37.69,2018-02-12,0
146,000638.SZ,2017-01-12,9.55,8.36,14.92,11660.0,100.0,37.69,2018-02-02,0
147,000638.SZ,2017-01-12,9.55,8.36,14.92,11660.0,100.0,37.69,2018-02-02,0
148,000638.SZ,2016-11-15,11.94,10.44,18.65,11660.0,100.0,37.69,2018-01-31,0
149,000638.SZ,2016-08-03,11.39,9.97,17.8,10224.0,87.68,33.04,2018-02-01,0
150,000639.SZ,2017-09-28,6.72,5.88,10.49,16237.86,100.0,21.06,2019-07-17,0
151,000639.SZ,2017-09-28,6.72,5.88,10.49,21146.17,92.36,27.42,2019-07-17,0
152,000639.SZ,2017-09-28,6.72,5.88,10.49,21146.17,92.36,27.42,2019-07-17,0
153,000662.SZ,2018-11-14,4.91,4.3,7.67,7296.41,89.48,6.67,2019-07-29,0
154,000662.SZ,2018-11-14,4.91,4.3,7.67,7296.41,89.48,6.67,2019-07-29,0
155,000662.SZ,2018-02-27,5.68,4.97,8.88,7296.41,89.48,6.67,2019-06-04,0
156,000662.SZ,2018-02-27,5.68,4.97,8.88,7296.41,89.48,6.67,2019-06-04,0
157,000662.SZ,2017-11-13,8.07,7.06,12.61,7296.41,89.48,6.67,2018-06-15,0
158,000662.SZ,2017-11-13,8.07,7.06,12.61,7296.41,89.48,6.67,2018-06-15,0
159,000662.SZ,2017-11-01,8.0,7.0,12.5,7296.41,89.48,6.67,2018-06-15,0
160,000662.SZ,2017-11-01,8.0,7.0,12.5,7296.41,89.48,6.67,2018-06-15,0
161,000662.SZ,2017-04-19,9.36,8.19,14.63,13200.0,99.34,15.7,2018-06-15,0
162,000662.SZ,2017-04-17,9.19,8.04,14.36,13200.0,99.34,15.7,2018-06-15,0
163,000662.SZ,2017-04-07,9.44,8.26,14.75,13200.0,99.34,15.7,2018-06-15,0
164,000662.SZ,2016-10-20,12.71,11.12,19.86,13794.69,100.0,16.41,2018-05-28,0
165,000662.SZ,2016-09-27,12.91,11.29,20.17,6587.79,83.39,7.83,2018-05-25,0
166,000662.SZ,2016-09-26,12.81,11.21,20.01,6587.79,83.39,7.83,2018-05-28,0
167,000662.SZ,2016-07-06,10.96,9.59,17.13,6800.0,100.0,8.09,2018-05-31,0
168,000663.SZ,2016-12-06,9.27,8.11,14.48,5380.54,100.0,15.78,2018-06-13,0
169,000673.SZ,2017-03-01,8.66,7.58,13.53,8540.0,100.0,10.79,2018-08-14,0
170,000676.SZ,2016-06-23,8.95,7.83,13.98,5327.03,76.5,5.52,2019-07-05,0
171,000677.SZ,2016-12-29,4.68,4.1,7.32,20000.0,100.0,23.15,2017-11-20,0
172,000687.SZ,2017-03-23,11.25,9.84,17.58,22569.58,100.0,29.8,2018-02-01,0
173,000687.SZ,2016-07-29,12.18,10.66,19.03,22569.58,100.0,29.8,2017-12-21,0
174,000691.SZ,2016-12-20,6.6,5.77,10.31,2500.0,91.06,7.73,2018-02-08,0
175,000691.SZ,2016-12-20,6.6,5.77,10.31,2500.0,91.06,7.73,2018-02-08,0
176,000692.SZ,2016-11-08,4.01,3.51,6.26,9300.0,49.72,17.45,2018-06-11,0
177,000697.SZ,2016-10-13,15.29,13.38,23.89,11783.0,83.73,21.05,2018-10-18,0
178,000697.SZ,2016-10-12,15.09,13.2,23.58,11783.0,83.73,21.05,2018-10-18,0
179,000700.SZ,2016-01-18,5.51,4.82,8.61,9400.0,77.0,26.21,2018-02-06,0
180,000700.SZ,2016-01-11,5.23,4.57,8.17,8000.0,65.53,22.31,2018-04-20,0
181,000711.SZ,2018-10-15,6.41,5.61,10.02,5760.0,99.63,6.57,2018-12-26,0
182,000711.SZ,2018-10-15,6.41,5.61,10.02,5760.0,99.63,6.57,2018-12-26,0
183,000711.SZ,2018-09-03,6.41,5.61,10.02,5520.0,95.48,6.3,2018-12-26,0
184,000711.SZ,2018-09-03,6.41,5.61,10.02,5520.0,95.48,6.3,2018-12-26,0
185,000711.SZ,2017-11-14,6.81,5.96,10.65,3027.56,75.47,4.14,2018-10-29,0
186,000711.SZ,2017-11-10,6.42,5.62,10.04,4168.89,69.48,5.71,2018-12-26,0
187,000711.SZ,2017-11-10,6.42,5.62,10.04,4168.89,69.48,5.71,2018-12-26,0
188,000711.SZ,2017-11-08,6.72,5.88,10.5,4000.0,83.02,5.48,2018-10-29,0
189,000711.SZ,2017-09-11,7.71,6.75,12.05,2168.89,36.15,3.33,2018-10-25,0
190,000711.SZ,2017-08-02,7.74,6.77,12.09,14227.94,99.98,21.85,2018-10-25,0
191,000711.SZ,2017-08-02,7.74,6.77,12.09,14227.94,99.98,21.85,2018-10-25,0
192,000711.SZ,2017-08-02,7.74,6.77,12.09,14227.94,99.98,21.85,2018-10-25,0
193,000711.SZ,2017-07-21,7.01,6.13,10.95,500.0,8.33,0.77,2018-10-26,0
194,000711.SZ,2017-04-06,8.82,7.72,13.79,1600.0,66.42,4.91,2018-10-24,0
195,000711.SZ,2017-03-23,8.41,7.36,13.15,960.0,39.85,2.95,2018-10-24,0
196,000711.SZ,2017-03-14,7.86,6.88,12.28,6463.97,100.0,19.85,2018-10-25,0
197,000711.SZ,2017-01-12,8.66,7.57,13.52,5171.18,80.0,15.88,2018-10-24,0
198,000711.SZ,2016-12-22,8.66,7.57,13.52,4000.0,83.02,5.48,2018-10-24,0
199,000711.SZ,2016-11-17,8.66,7.57,13.52,3929.87,100.0,12.07,2018-10-24,0
200,000711.SZ,2016-11-17,8.66,7.57,13.52,3929.87,100.0,12.07,2018-10-24,0
201,000712.SZ,2016-01-08,15.34,13.42,23.96,21830.0,57.13,24.36,2018-02-06,0
202,000716.SZ,2016-11-18,4.86,4.25,7.59,20837.61,99.98,32.63,2018-06-13,0
203,000723.SZ,2019-04-24,11.71,10.24,18.29,300947.87,98.91,73.56,2019-06-05,0
204,000766.SZ,2017-11-20,8.64,7.56,13.5,37910.00778467909,82.15942010362694,18.55983436853002,2018-08-15,0
205,000766.SZ,2017-07-10,9.83,8.6,15.36,40917.11,92.09,42.34,2018-08-09,0
206,000766.SZ,2017-03-16,11.42,10.0,17.85,37910.00778467909,82.15942010362694,18.55983436853002,2018-08-08,0
207,000782.SZ,2018-04-16,4.41,3.86,6.89,9765.82,64.89,18.49,2019-08-02,0
208,000782.SZ,2017-06-02,5.49,4.81,8.58,8181.82,100.0,15.49,2018-10-11,0
209,000782.SZ,2017-06-02,5.49,4.81,8.58,8181.82,100.0,15.49,2018-10-11,0
210,000782.SZ,2017-06-02,5.49,4.81,8.58,8181.82,100.0,15.49,2018-10-11,0
211,000782.SZ,2016-08-31,5.34,4.67,8.34,1648.0,29.99,3.12,2018-10-11,0
212,000783.SZ,2016-10-25,8.3,7.27,10.38,814.0,100.0,0.17,2018-03-23,0
213,000793.SZ,2017-08-14,6.69,5.86,10.46,16823.92,102.28,8.39,2018-07-19,0
214,000793.SZ,2017-08-14,6.69,5.86,10.46,16823.92,102.28,8.39,2018-07-19,0
215,000793.SZ,2017-08-11,6.69,5.86,10.46,16823.92,102.28,8.39,2018-07-19,0
216,000793.SZ,2017-08-07,6.72,5.88,10.5,15879.86,96.54,7.87,2018-07-19,0
217,000793.SZ,2017-08-07,6.72,5.88,10.5,15879.86,96.54,7.87,2018-07-19,0
218,000793.SZ,2017-08-07,6.72,5.88,10.5,15879.86,96.54,7.87,2018-07-19,0
219,000793.SZ,2017-08-01,6.71,5.87,10.49,16823.92,102.28,8.39,2018-07-19,0
220,000793.SZ,2017-06-21,6.2,5.43,9.69,15879.86,96.54,7.87,2018-07-20,0
221,000793.SZ,2017-06-21,6.2,5.43,9.69,15879.86,96.54,7.87,2018-07-20,0
222,000793.SZ,2017-06-15,6.28,5.49,9.81,15879.86,96.54,7.87,2018-07-20,0
223,000793.SZ,2017-06-15,6.28,5.49,9.81,15879.86,96.54,7.87,2018-07-20,0
224,000793.SZ,2016-10-24,7.12,6.23,11.12,15879.86,96.54,7.87,2018-07-18,0
225,000793.SZ,2016-10-24,7.12,6.23,11.12,15879.86,96.54,7.87,2018-07-18,0
226,000793.SZ,2016-10-14,6.92,6.06,10.82,16823.92,102.28,8.39,2018-07-19,0
227,000793.SZ,2016-10-11,6.94,6.07,10.85,9149.95,62.46,4.54,2018-07-19,0
228,000793.SZ,2016-09-29,6.62,5.79,10.34,9149.95,62.46,4.54,2018-07-19,0
